,past-month,1-month,3-month,6-month,12-month,date,sigma
0,3.1495858242937183,-24.103037469609777,-59.980923112639815,-20.706102786550506,-32.89769359611052,2000-09-01,0.13666072095953713
1,2.7731095100225205,8.340147958429908,-1.051279154423927,27.64864176134956,-21.831563773537077,2001-05-01,0.11531305140616219
2,2.060157825623528,11.257829583176878,77.8727571033407,23.990690680338705,104.96900775435023,2003-03-01,0.07488592122790613
3,0.0,18.651664062622206,5.393257457391923,-44.00002804493878,30.292093430634903,2004-02-01,-0.04193303078066419
4,-0.34438016528925885,32.20462535027653,58.396726578224346,51.55498315272513,131.85905510962132,2004-10-01,-0.06146072399972782
5,-1.4021847088095498,1.2724399292754571,28.293408938112428,36.8263417924638,59.35624859936398,2005-06-01,-0.12144235097364392
6,1.2724399292754571,13.377694013303776,23.983725055432377,66.14931263858094,63.63636363636364,2005-07-01,0.030219256380553314
7,1.1341742738589082,22.975927464340547,56.619249822839194,16.46605946760838,102.46167369128295,2005-12-01,0.02237905658437956
8,2.0607682807706453,-21.35523613963039,-24.229979466119097,19.33607802874743,12.559897330595478,2006-04-01,0.07492053640624224
9,3.9924945037571162,31.48149051490515,57.49775067750677,38.437208672086726,106.68474254742549,2006-07-01,0.18445691761453845
10,0.05406326034062589,-17.184545646287248,-22.237223574019097,11.618487523290332,37.88166105818219,2006-12-01,-0.038867433894538755
11,1.1419380843026548,-7.161289860561947,11.741921823101812,65.03225386888683,3.499993322581072,2007-02-01,0.02281929479737043
12,3.8403233956543787,20.194647201946466,-44.330900243309,-57.372262773722625,-44.13625304136253,2008-04-01,0.1758282246311917
13,1.52339499455931,25.187566988210072,45.873526259378345,142.87245444801715,42.65809217577707,2010-08-01,0.044449383491727015
14,2.910958904109588,13.227953410981698,99.00166389351084,66.38935108153079,23.12811980033279,2010-10-01,0.1231296475678634
15,2.572782667569403,1.6501650165016502,-17.953795379537958,-7.392739273927399,-16.435643564356436,2012-02-01,0.1039537412098784
16,1.6501650165016502,-15.584415584415586,-10.25974025974026,-13.37662337662338,-16.68831168831169,2012-03-01,0.05163773621170638
17,-0.08347245409014847,2.422723475355047,5.764411027568917,20.885547201336674,30.32581453634084,2012-11-01,-0.04666624320114627
18,2.422723475355047,0.0,4.649265905383363,14.51876019575856,30.668841761827082,2012-12-01,0.09544480206176817
19,3.262642740619905,1.3428120063191147,14.296998420221174,16.5086887835703,45.18167456556081,2013-02-01,0.14307148731844385
20,1.3428120063191147,7.32657833203429,9.431021044427117,21.278254091971945,39.59469992205768,2013-03-01,0.034209626530188976
21,2.8490028490028516,2.1468144044321367,5.193905817174516,8.725761772853184,21.191135734072027,2013-07-01,0.11961649855659111
22,2.1468144044321367,5.491525423728818,5.762711864406778,24.610169491525415,31.864406779661014,2013-08-01,0.07979968588960426
23,2.699144173798553,2.692307692307692,17.820512820512818,21.7948717948718,34.42307692307692,2013-11-01,0.1111189295019191
24,-2.5571273122959677,3.1267448352875418,3.517587939698487,3.0150753768844174,16.862088218872135,2014-03-01,-0.18693208330931987
25,3.1267448352875418,2.8695181375203096,-5.251759610178662,5.793178126691934,20.19491066594478,2014-04-01,0.1353655481502727
26,2.8695181375203096,-2.421052631578952,2.368421052631575,10.368421052631573,16.47368421052631,2014-05-01,0.12077979511327001
27,-0.2806623631771019,31.494511680270186,60.70925978046721,100.28146355192794,193.5547537292429,2016-04-01,-0.057847677089218036
28,0.62071917808219,21.463518400340362,45.75621357158054,127.05806424165074,207.50903212082542,2016-06-01,-0.006735842015169418
29,0.14547141556099522,12.416989828915039,23.66492041131489,33.85445860139619,63.87659003532345,2017-06-01,-0.033684236391382225
30,-1.545973937412955,-4.301654545454539,4.2107454545454495,15.983467768595053,-36.25620000000001,2018-02-01,-0.12959575882747504
31,0.12113296625716914,-24.9768667700605,-52.49448234977506,-36.104190567398355,-38.05778398937232,2018-09-01,-0.03506432101685317
32,-0.7171669037458499,3.916191365678261,29.389295669256654,61.22620407680027,219.37197347912297,2019-08-01,-0.0825991802711601
33,0.48023288601388947,14.228320068631552,23.62221794602098,79.58381354595654,119.76485453672899,2020-01-01,-0.014701960536220929
34,1.1663972921005437,-7.364840556918692,-3.5142753379396665,-1.3469532495375123,53.10595670331249,2020-09-01,0.02420622689857702
35,-0.49980542704393005,5.579396531451532,15.548792633872495,50.11065993745362,88.50246371548918,2021-01-01,-0.07027394013686679
36,0.6739634405889716,-18.81426992922948,-19.162381538333435,-9.366969208617345,102.62424698680243,2022-05-01,-0.0037166854878635984
37,-0.10080246646085012,36.34365549546491,68.39887053223075,46.96025179142499,NA,2023-04-01,-0.04764892222615165
