,Date,Open,High,Low,Close,Adj Close,Volume
df_10,2008-09-16,1188.31005859375,1265.1199951171875,1133.5,1207.0899658203125,1207.0899658203125,43729690000
df_10,2008-09-23,1207.6099853515625,1221.1500244140625,1106.4200439453125,1106.4200439453125,1106.4200439453125,28572400000
df_10,2008-09-30,1113.780029296875,1168.030029296875,1007.969970703125,1056.8900146484375,1056.8900146484375,31677590000
df_10,2008-10-07,1057.5999755859375,1072.9100341796875,839.7999877929688,1003.3499755859375,1003.3499755859375,41324140000
df_10,2008-10-14,1009.969970703125,1044.31005859375,865.8300170898438,985.4000244140625,985.4000244140625,34446240000
df_10,2008-10-21,980.4000244140625,985.4400024414062,846.75,848.9199829101562,848.9199829101562,30567810000
df_10,2008-10-28,848.9199829101562,984.3800048828125,845.27001953125,966.2999877929688,966.2999877929688,31237210000
df_10,2008-11-04,971.3099975585938,1007.510009765625,899.72998046875,919.2100219726562,919.2100219726562,26563800000
df_10,2008-11-11,917.1500244140625,917.1500244140625,818.6900024414062,850.75,850.75,29420160000
df_10,2008-11-18,852.3400268554688,865.9000244140625,741.02001953125,851.8099975585938,851.8099975585938,39697150000
df_10,2008-11-25,853.4000244140625,896.25,815.6900024414062,816.2100219726562,816.2100219726562,21538830000
df_10,2008-12-02,817.9400024414062,918.5700073242188,817.9400024414062,909.7000122070312,909.7000122070312,30971340000
df_10,2008-12-09,906.47998046875,916.260009765625,851.3499755859375,868.5700073242188,868.5700073242188,28091060000
df_10,2008-12-16,871.530029296875,918.8499755859375,857.0900268554688,871.6300048828125,871.6300048828125,29167320000
df_10,2008-12-23,874.3099975585938,880.4400024414062,857.0700073242188,869.4199829101562,869.4199829101562,10802000000
df_10,2008-12-30,870.5800170898438,910.3200073242188,870.5800170898438,903.25,903.25,7800740000
df_11,2012-01-01,1258.8599853515625,1284.6199951171875,1258.8599853515625,1277.81005859375,1277.81005859375,15509070000
df_11,2012-01-08,1277.8299560546875,1296.8199462890625,1274.550048828125,1289.0899658203125,1289.0899658203125,19273940000
df_11,2012-01-15,1290.219970703125,1315.489990234375,1290.219970703125,1315.3800048828125,1315.3800048828125,16485160000
df_11,2012-01-22,1315.2900390625,1333.469970703125,1306.06005859375,1316.3299560546875,1316.3299560546875,20404830000
df_11,2012-01-29,1316.1600341796875,1345.3399658203125,1300.489990234375,1344.9000244140625,1344.9000244140625,21128390000
df_11,2012-02-05,1344.3199462890625,1354.3199462890625,1335.9200439453125,1342.6400146484375,1342.6400146484375,19306360000
df_11,2012-02-12,1343.06005859375,1363.4000244140625,1340.800048828125,1361.22998046875,1361.22998046875,19414420000
df_11,2012-02-19,1361.219970703125,1368.9200439453125,1352.280029296875,1365.739990234375,1365.739990234375,14720720000
df_11,2012-02-26,1365.199951171875,1378.0400390625,1354.9200439453125,1369.6300048828125,1369.6300048828125,18913110000
df_11,2012-03-04,1369.5899658203125,1374.760009765625,1340.030029296875,1370.8699951171875,1370.8699951171875,18383450000
df_11,2012-03-11,1370.780029296875,1405.8800048828125,1366.68994140625,1404.1700439453125,1404.1700439453125,21406220000
df_11,2012-03-18,1404.1700439453125,1414.0,1386.8699951171875,1397.1099853515625,1397.1099853515625,18414980000
df_11,2012-03-25,1397.1099853515625,1419.1500244140625,1391.56005859375,1408.469970703125,1408.469970703125,18492280000
